E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_21_408.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_21_408.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_21_408.jpg, 0, 0, 0, 7.7907E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_21_631.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_21_631.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_21_631.jpg, 0, 0, 0, 7.788857E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_21_731.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_21_731.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_21_731.jpg, 0, 0, 0, 7.806514E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_21_834.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_21_834.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_21_834.jpg, 0, 0, 0, 7.813727E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_21_936.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_21_936.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_21_936.jpg, 0, 0, 0, 7.82626E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_22_040.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_22_040.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_22_040.jpg, 0, 0, 0, 7.793143E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_22_141.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_22_141.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_22_141.jpg, 0, 0, 0, 7.779494E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_22_245.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_22_245.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_22_245.jpg, 0, 0, 0, 7.804226E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_22_348.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_22_348.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_22_348.jpg, 0, 0, 0, 7.80647E-05
E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\center_2019_12_06_11_45_22_449.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\left_2019_12_06_11_45_22_449.jpg, E:\Educational Stuff\Project\Autonomous_Car_Model\Data\IMG\right_2019_12_06_11_45_22_449.jpg, 0, 0, 0, 7.959837E-05
